date,item_id,starting_stock,wastage_units,reorder_threshold,supplier_lead_days
2025-11-19,ITEM_02,100,3,24,2
2025-11-19,ITEM_03,87,3,21,2
2025-11-19,ITEM_04,125,2,30,1
2025-11-19,ITEM_05,150,3,36,1
2025-11-19,ITEM_06,37,1,9,2
2025-11-19,ITEM_07,62,2,15,2
2025-11-19,ITEM_08,75,3,18,2
2025-11-20,ITEM_01,212,1,51,1
2025-11-20,ITEM_02,100,1,24,2
2025-11-20,ITEM_03,87,1,21,2
2025-11-20,ITEM_04,125,2,30,1
2025-11-20,ITEM_05,150,0,36,1
2025-11-20,ITEM_06,37,2,9,2
2025-11-20,ITEM_07,62,3,15,2
2025-11-20,ITEM_08,75,3,18,2
2025-11-21,ITEM_01,212,2,51,1
2025-11-21,ITEM_02,100,3,24,2
2025-11-21,ITEM_03,87,3,21,2
2025-11-21,ITEM_04,125,1,30,1
2025-11-21,ITEM_05,150,2,36,1
2025-11-21,ITEM_06,37,2,9,2
2025-11-21,ITEM_07,62,4,15,2
2025-11-21,ITEM_08,75,2,18,2
2025-11-22,ITEM_01,212,3,51,1
2025-11-22,ITEM_02,100,3,24,2
2025-11-22,ITEM_03,87,1,21,2
2025-11-22,ITEM_04,125,2,30,1
2025-11-22,ITEM_05,150,1,36,1
2025-11-22,ITEM_06,37,5,9,2
2025-11-22,ITEM_07,62,2,15,2
2025-11-22,ITEM_08,75,2,18,2
2025-11-23,ITEM_01,212,3,51,1
2025-11-23,ITEM_02,100,3,24,2
2025-11-23,ITEM_03,87,5,21,2
2025-11-23,ITEM_04,125,5,30,1
2025-11-23,ITEM_05,150,2,36,1
2025-11-23,ITEM_06,37,3,9,2
2025-11-23,ITEM_07,62,2,15,2
2025-11-23,ITEM_08,75,0,18,2
2025-11-24,ITEM_01,212,1,51,1
2025-11-24,ITEM_02,100,1,24,2
2025-11-24,ITEM_03,87,2,21,2
2025-11-24,ITEM_04,125,2,30,1
2025-11-24,ITEM_05,150,6,36,1
2025-11-24,ITEM_06,37,1,9,2
2025-11-24,ITEM_07,62,2,15,2
2025-11-24,ITEM_08,75,0,18,2
2025-11-25,ITEM_01,212,3,51,1
2025-11-25,ITEM_02,100,2,24,2
2025-11-25,ITEM_03,87,6,21,2
2025-11-25,ITEM_04,125,1,30,1
2025-11-25,ITEM_05,150,2,36,1
2025-11-25,ITEM_06,37,3,9,2
2025-11-25,ITEM_07,62,4,15,2
2025-11-25,ITEM_08,75,2,18,2
2025-11-26,ITEM_01,212,4,51,1
2025-11-26,ITEM_02,100,2,24,2
2025-11-26,ITEM_03,87,3,21,2
2025-11-26,ITEM_04,125,1,30,1
2025-11-26,ITEM_05,150,4,36,1
2025-11-26,ITEM_06,37,2,9,2
2025-11-26,ITEM_07,62,3,15,2
2025-11-26,ITEM_08,75,4,18,2
2025-11-27,ITEM_01,212,0,51,1
2025-11-27,ITEM_02,100,2,24,2
2025-11-27,ITEM_03,87,3,21,2
2025-11-27,ITEM_04,125,1,30,1
2025-11-27,ITEM_05,150,1,36,1
2025-11-27,ITEM_06,37,0,9,2
2025-11-27,ITEM_07,62,1,15,2
2025-11-27,ITEM_08,75,0,18,2
2025-11-28,ITEM_01,212,2,51,1
2025-11-28,ITEM_02,100,1,24,2
2025-11-28,ITEM_03,87,3,21,2
2025-11-28,ITEM_04,125,5,30,1
2025-11-28,ITEM_05,150,3,36,1
2025-11-28,ITEM_06,37,2,9,2
2025-11-28,ITEM_07,62,1,15,2
2025-11-28,ITEM_08,75,1,18,2
2025-11-29,ITEM_01,212,5,51,1
2025-11-29,ITEM_02,100,1,24,2
2025-11-29,ITEM_03,87,0,21,2
2025-11-29,ITEM_04,125,1,30,1
2025-11-29,ITEM_05,150,0,36,1
2025-11-29,ITEM_06,37,3,9,2
2025-11-29,ITEM_07,62,2,15,2
2025-11-29,ITEM_08,75,1,18,2
2025-11-30,ITEM_01,212,0,51,1
2025-11-30,ITEM_02,100,4,24,2
2025-11-30,ITEM_03,87,2,21,2
2025-11-30,ITEM_04,125,2,30,1
2025-11-30,ITEM_05,150,0,36,1
2025-11-30,ITEM_06,37,1,9,2
2025-11-30,ITEM_07,62,2,15,2
2025-11-30,ITEM_08,75,1,18,2
2025-12-01,ITEM_01,212,3,51,1
2025-12-01,ITEM_02,100,2,24,2
2025-12-01,ITEM_03,87,4,21,2
2025-12-01,ITEM_04,125,1,30,1
2025-12-01,ITEM_05,150,3,36,1
2025-12-01,ITEM_06,37,1,9,2
2025-12-01,ITEM_07,62,0,15,2
2025-12-01,ITEM_08,75,1,18,2
2025-12-02,ITEM_01,212,2,51,1
2025-12-02,ITEM_02,100,1,24,2
2025-12-02,ITEM_03,87,3,21,2
2025-12-02,ITEM_04,125,1,30,1
2025-12-02,ITEM_05,150,2,36,1
2025-12-02,ITEM_06,37,1,9,2
2025-12-02,ITEM_07,62,1,15,2
2025-12-02,ITEM_08,75,3,18,2
2025-12-03,ITEM_01,212,2,51,1
2025-12-03,ITEM_02,100,1,24,2
2025-12-03,ITEM_03,87,1,21,2
2025-12-03,ITEM_04,125,3,30,1
2025-12-03,ITEM_05,150,2,36,1
2025-12-03,ITEM_06,37,0,9,2
2025-12-03,ITEM_07,62,2,15,2
2025-12-03,ITEM_08,75,5,18,2
2025-12-04,ITEM_01,212,2,51,1
2025-12-04,ITEM_02,100,1,24,2
2025-12-04,ITEM_03,87,1,21,2
2025-12-04,ITEM_04,125,2,30,1
2025-12-04,ITEM_05,150,2,36,1
2025-12-04,ITEM_06,37,3,9,2
2025-12-04,ITEM_07,62,2,15,2
2025-12-04,ITEM_08,75,3,18,2
2025-12-05,ITEM_01,212,1,51,1
2025-12-05,ITEM_02,100,4,24,2
2025-12-05,ITEM_03,87,4,21,2
2025-12-05,ITEM_04,125,0,30,1
2025-12-05,ITEM_05,150,3,36,1
2025-12-05,ITEM_06,37,6,9,2
2025-12-05,ITEM_07,62,4,15,2
2025-12-05,ITEM_08,75,0,18,2
2025-12-06,ITEM_01,212,4,51,1
2025-12-06,ITEM_02,100,2,24,2
2025-12-06,ITEM_03,87,3,21,2
2025-12-06,ITEM_04,125,2,30,1
2025-12-06,ITEM_05,150,2,36,1
2025-12-06,ITEM_06,37,1,9,2
2025-12-06,ITEM_07,62,2,15,2
2025-12-06,ITEM_08,75,2,18,2
2025-12-07,ITEM_01,212,4,51,1
2025-12-07,ITEM_02,100,3,24,2
2025-12-07,ITEM_03,87,3,21,2
2025-12-07,ITEM_04,125,3,30,1
2025-12-07,ITEM_05,150,2,36,1
2025-12-07,ITEM_06,37,1,9,2
2025-12-07,ITEM_07,62,3,15,2
2025-12-07,ITEM_08,75,2,18,2
2025-12-08,ITEM_01,212,0,51,1
2025-12-08,ITEM_02,100,1,24,2
2025-12-08,ITEM_03,87,2,21,2
2025-12-08,ITEM_04,125,4,30,1
2025-12-08,ITEM_05,150,3,36,1
2025-12-08,ITEM_06,37,1,9,2
2025-12-08,ITEM_07,62,0,15,2
2025-12-08,ITEM_08,75,2,18,2
2025-12-09,ITEM_01,212,0,51,1
2025-12-09,ITEM_02,100,1,24,2
2025-12-09,ITEM_03,87,1,21,2
2025-12-09,ITEM_04,125,2,30,1
2025-12-09,ITEM_05,150,2,36,1
2025-12-09,ITEM_06,37,2,9,2
2025-12-09,ITEM_07,62,3,15,2
2025-12-09,ITEM_08,75,0,18,2
2025-12-10,ITEM_01,212,3,51,1
2025-12-10,ITEM_02,100,0,24,2
2025-12-10,ITEM_03,87,2,21,2
2025-12-10,ITEM_04,125,2,30,1
2025-12-10,ITEM_05,150,1,36,1
2025-12-10,ITEM_06,37,0,9,2
2025-12-10,ITEM_07,62,3,15,2
2025-12-10,ITEM_08,75,0,18,2
2025-12-11,ITEM_01,212,4,51,1
2025-12-11,ITEM_02,100,1,24,2
2025-12-11,ITEM_03,87,3,21,2
2025-12-11,ITEM_04,125,2,30,1
2025-12-11,ITEM_05,150,25,36,1
2025-12-11,ITEM_06,37,1,9,2
2025-12-11,ITEM_07,62,2,15,2
2025-12-11,ITEM_08,75,0,18,2
2025-12-12,ITEM_01,212,3,51,1
2025-12-12,ITEM_02,100,0,24,2
2025-12-12,ITEM_03,87,3,21,2
2025-12-12,ITEM_04,125,1,30,1
2025-12-12,ITEM_05,150,1,36,1
2025-12-12,ITEM_06,37,0,9,2
2025-12-12,ITEM_07,62,1,15,2
2025-12-12,ITEM_08,75,2,18,2
2025-12-13,ITEM_01,212,3,51,1
2025-12-13,ITEM_02,100,3,24,2
2025-12-13,ITEM_03,87,0,21,2
2025-12-13,ITEM_04,125,2,30,1
2025-12-13,ITEM_05,150,1,36,1
2025-12-13,ITEM_06,37,5,9,2
2025-12-13,ITEM_07,62,2,15,2
2025-12-13,ITEM_08,75,2,18,2
2025-12-14,ITEM_01,212,0,51,1
2025-12-14,ITEM_02,100,3,24,2
2025-12-14,ITEM_03,87,1,21,2
2025-12-14,ITEM_04,125,1,30,1
2025-12-14,ITEM_05,150,2,36,1
2025-12-14,ITEM_06,37,3,9,2
2025-12-14,ITEM_07,62,3,15,2
2025-12-14,ITEM_08,75,3,18,2
2025-12-15,ITEM_01,212,0,51,1
2025-12-15,ITEM_02,100,4,24,2
2025-12-15,ITEM_03,87,4,21,2
2025-12-15,ITEM_04,125,0,30,1
2025-12-15,ITEM_05,150,1,36,1
2025-12-15,ITEM_06,37,2,9,2
2025-12-15,ITEM_07,62,3,15,2
2025-12-15,ITEM_08,75,1,18,2
2025-12-16,ITEM_01,212,5,51,1
2025-12-16,ITEM_02,100,0,24,2
2025-12-16,ITEM_03,87,2,21,2
2025-12-16,ITEM_04,125,0,30,1
2025-12-16,ITEM_05,150,2,36,1
2025-12-16,ITEM_06,37,1,9,2
2025-12-16,ITEM_07,62,1,15,2
2025-12-16,ITEM_08,75,4,18,2
2025-12-17,ITEM_01,212,2,51,1
2025-12-17,ITEM_02,100,0,24,2
2025-12-17,ITEM_03,87,1,21,2
2025-12-17,ITEM_04,125,3,30,1
2025-12-17,ITEM_05,150,3,36,1
2025-12-17,ITEM_06,37,4,9,2
2025-12-17,ITEM_07,62,1,15,2
2025-12-17,ITEM_08,75,2,18,2
2025-12-18,ITEM_01,212,2,51,1
2025-12-18,ITEM_02,100,3,24,2
2025-12-18,ITEM_03,87,1,21,2
2025-12-18,ITEM_04,125,1,30,1
2025-12-18,ITEM_05,150,0,36,1
2025-12-18,ITEM_06,37,2,9,2
2025-12-18,ITEM_07,62,3,15,2
2025-12-18,ITEM_08,75,1,18,2
2025-12-19,ITEM_01,212,4,51,1
2025-12-19,ITEM_02,100,2,24,2
2025-12-19,ITEM_03,87,3,21,2
2025-12-19,ITEM_04,125,3,30,1
2025-12-19,ITEM_05,150,2,36,1
2025-12-19,ITEM_06,37,3,9,2
2025-12-19,ITEM_07,62,1,15,2
2025-12-19,ITEM_08,75,2,18,2
2025-12-20,ITEM_01,212,4,51,1
2025-12-20,ITEM_02,100,1,24,2
2025-12-20,ITEM_03,87,5,21,2
2025-12-20,ITEM_04,125,1,30,1
2025-12-20,ITEM_05,150,1,36,1
2025-12-20,ITEM_06,37,2,9,2
2025-12-20,ITEM_07,62,3,15,2
2025-12-20,ITEM_08,75,0,18,2
2025-12-21,ITEM_01,212,4,51,1
2025-12-21,ITEM_02,100,2,24,2
2025-12-21,ITEM_03,87,2,21,2
2025-12-21,ITEM_04,125,0,30,1
2025-12-21,ITEM_05,150,0,36,1
2025-12-21,ITEM_06,37,3,9,2
2025-12-21,ITEM_07,62,3,15,2
2025-12-21,ITEM_08,75,27,18,2
2025-12-22,ITEM_01,212,1,51,1
2025-12-22,ITEM_02,100,2,24,2
2025-12-22,ITEM_03,87,4,21,2
2025-12-22,ITEM_04,125,2,30,1
2025-12-22,ITEM_05,150,3,36,1
2025-12-22,ITEM_06,37,0,9,2
2025-12-22,ITEM_07,62,1,15,2
2025-12-22,ITEM_08,75,3,18,2
2025-12-23,ITEM_01,212,2,51,1
2025-12-23,ITEM_02,100,2,24,2
2025-12-23,ITEM_03,87,1,21,2
2025-12-23,ITEM_04,125,3,30,1
2025-12-23,ITEM_05,150,2,36,1
2025-12-23,ITEM_06,37,4,9,2
2025-12-23,ITEM_07,62,2,15,2
2025-12-23,ITEM_08,75,2,18,2
2025-12-24,ITEM_01,212,2,51,1
2025-12-24,ITEM_02,100,2,24,2
2025-12-24,ITEM_03,87,2,21,2
2025-12-24,ITEM_04,125,3,30,1
2025-12-24,ITEM_05,150,1,36,1
2025-12-24,ITEM_06,37,0,9,2
2025-12-24,ITEM_07,62,2,15,2
2025-12-24,ITEM_08,75,2,18,2
2025-12-25,ITEM_01,212,1,51,1
2025-12-25,ITEM_02,100,1,24,2
2025-12-25,ITEM_03,87,0,21,2
2025-12-25,ITEM_04,125,5,30,1
2025-12-25,ITEM_05,150,0,36,1
2025-12-25,ITEM_06,37,1,9,2
2025-12-25,ITEM_07,62,24,15,2
2025-12-25,ITEM_08,75,1,18,2
2025-12-26,ITEM_01,212,1,51,1
2025-12-26,ITEM_02,100,5,24,2
2025-12-26,ITEM_03,87,26,21,2
2025-12-26,ITEM_04,125,2,30,1
2025-12-26,ITEM_05,150,0,36,1
2025-12-26,ITEM_06,37,2,9,2
2025-12-26,ITEM_07,62,6,15,2
2025-12-26,ITEM_08,75,2,18,2
2025-12-27,ITEM_01,212,3,51,1
2025-12-27,ITEM_02,100,3,24,2
2025-12-27,ITEM_03,87,2,21,2
2025-12-27,ITEM_04,125,3,30,1
2025-12-27,ITEM_05,150,2,36,1
2025-12-27,ITEM_06,37,2,9,2
2025-12-27,ITEM_07,62,1,15,2
2025-12-27,ITEM_08,75,2,18,2
2025-12-28,ITEM_01,212,0,51,1
2025-12-28,ITEM_02,100,1,24,2
2025-12-28,ITEM_03,87,3,21,2
2025-12-28,ITEM_04,125,4,30,1
2025-12-28,ITEM_05,150,1,36,1
2025-12-28,ITEM_06,37,3,9,2
2025-12-28,ITEM_07,62,3,15,2
2025-12-28,ITEM_08,75,2,18,2
2025-12-29,ITEM_01,212,3,51,1
2025-12-29,ITEM_02,100,1,24,2
2025-12-29,ITEM_03,87,3,21,2
2025-12-29,ITEM_04,125,7,30,1
2025-12-29,ITEM_05,150,1,36,1
2025-12-29,ITEM_06,37,3,9,2
2025-12-29,ITEM_07,62,3,15,2
2025-12-29,ITEM_08,75,2,18,2
2025-12-30,ITEM_01,212,2,51,1
2025-12-30,ITEM_02,100,1,24,2
2025-12-30,ITEM_03,87,1,21,2
2025-12-30,ITEM_04,125,3,30,1
2025-12-30,ITEM_05,150,2,36,1
2025-12-30,ITEM_06,37,2,9,2
2025-12-30,ITEM_07,62,0,15,2
2025-12-30,ITEM_08,75,1,18,2
2025-12-31,ITEM_01,212,3,51,1
2025-12-31,ITEM_02,100,2,24,2
2025-12-31,ITEM_03,87,0,21,2
2025-12-31,ITEM_04,125,1,30,1
2025-12-31,ITEM_05,150,2,36,1
2025-12-31,ITEM_06,37,24,9,2
2025-12-31,ITEM_07,62,2,15,2
2025-12-31,ITEM_08,75,2,18,2
2026-01-01,ITEM_01,212,2,51,1
2026-01-01,ITEM_02,100,0,24,2
2026-01-01,ITEM_03,87,3,21,2
2026-01-01,ITEM_04,125,1,30,1
2026-01-01,ITEM_05,150,2,36,1
2026-01-01,ITEM_06,37,3,9,2
2026-01-01,ITEM_07,62,4,15,2
2026-01-01,ITEM_08,75,3,18,2
2026-01-02,ITEM_01,212,3,51,1
2026-01-02,ITEM_02,100,1,24,2
2026-01-02,ITEM_03,87,3,21,2
2026-01-02,ITEM_04,125,1,30,1
2026-01-02,ITEM_05,150,2,36,1
2026-01-02,ITEM_06,37,1,9,2
2026-01-02,ITEM_07,62,2,15,2
2026-01-02,ITEM_08,75,4,18,2
2026-01-03,ITEM_01,212,0,51,1
2026-01-03,ITEM_02,100,4,24,2
2026-01-03,ITEM_03,87,2,21,2
2026-01-03,ITEM_04,125,2,30,1
2026-01-03,ITEM_05,150,1,36,1
2026-01-03,ITEM_06,37,2,9,2
2026-01-03,ITEM_07,62,2,15,2
2026-01-03,ITEM_08,75,0,18,2
2026-01-04,ITEM_01,212,4,51,1
2026-01-04,ITEM_02,100,2,24,2
2026-01-04,ITEM_03,87,1,21,2
2026-01-04,ITEM_04,125,1,30,1
2026-01-04,ITEM_05,150,1,36,1
2026-01-04,ITEM_06,37,1,9,2
2026-01-04,ITEM_07,62,2,15,2
2026-01-04,ITEM_08,75,2,18,2
2026-01-05,ITEM_01,212,2,51,1
2026-01-05,ITEM_02,100,3,24,2
2026-01-05,ITEM_03,87,4,21,2
2026-01-05,ITEM_04,125,2,30,1
2026-01-05,ITEM_05,150,0,36,1
2026-01-05,ITEM_06,37,1,9,2
2026-01-05,ITEM_07,62,2,15,2
2026-01-05,ITEM_08,75,2,18,2
2026-01-06,ITEM_01,212,3,51,1
2026-01-06,ITEM_02,100,1,24,2
2026-01-06,ITEM_03,87,2,21,2
2026-01-06,ITEM_04,125,2,30,1
2026-01-06,ITEM_05,150,2,36,1
2026-01-06,ITEM_06,37,2,9,2
2026-01-06,ITEM_07,62,3,15,2
2026-01-06,ITEM_08,75,2,18,2
2026-01-07,ITEM_01,212,3,51,1
2026-01-07,ITEM_02,100,2,24,2
2026-01-07,ITEM_03,87,0,21,2
2026-01-07,ITEM_04,125,1,30,1
2026-01-07,ITEM_05,150,2,36,1
2026-01-07,ITEM_06,37,1,9,2
2026-01-07,ITEM_07,62,1,15,2
2026-01-07,ITEM_08,75,2,18,2
2026-01-08,ITEM_01,212,1,51,1
2026-01-08,ITEM_02,100,3,24,2
2026-01-08,ITEM_03,87,1,21,2
2026-01-08,ITEM_04,125,2,30,1
2026-01-08,ITEM_05,150,0,36,1
2026-01-08,ITEM_06,37,4,9,2
2026-01-08,ITEM_07,62,3,15,2
2026-01-08,ITEM_08,75,1,18,2
2026-01-09,ITEM_01,212,1,51,1
2026-01-09,ITEM_02,100,4,24,2
2026-01-09,ITEM_03,87,1,21,2
2026-01-09,ITEM_04,125,28,30,1
2026-01-09,ITEM_05,150,2,36,1
2026-01-09,ITEM_06,37,4,9,2
2026-01-09,ITEM_07,62,0,15,2
2026-01-09,ITEM_08,75,1,18,2
2026-01-10,ITEM_01,212,1,51,1
2026-01-10,ITEM_02,100,4,24,2
2026-01-10,ITEM_03,87,1,21,2
2026-01-10,ITEM_04,125,3,30,1
2026-01-10,ITEM_05,150,0,36,1
2026-01-10,ITEM_06,37,3,9,2
2026-01-10,ITEM_07,62,5,15,2
2026-01-10,ITEM_08,75,1,18,2
2026-01-11,ITEM_01,212,4,51,1
2026-01-11,ITEM_02,100,3,24,2
2026-01-11,ITEM_03,87,0,21,2
2026-01-11,ITEM_04,125,2,30,1
2026-01-11,ITEM_05,150,1,36,1
2026-01-11,ITEM_06,37,0,9,2
2026-01-11,ITEM_07,62,2,15,2
2026-01-11,ITEM_08,75,2,18,2
2026-01-12,ITEM_01,212,1,51,1
2026-01-12,ITEM_02,100,4,24,2
2026-01-12,ITEM_03,87,0,21,2
2026-01-12,ITEM_04,125,5,30,1
2026-01-12,ITEM_05,150,5,36,1
2026-01-12,ITEM_06,37,1,9,2
2026-01-12,ITEM_07,62,3,15,2
2026-01-12,ITEM_08,75,1,18,2
2026-01-13,ITEM_01,212,2,51,1
2026-01-13,ITEM_02,100,3,24,2
2026-01-13,ITEM_03,87,6,21,2
2026-01-13,ITEM_04,125,0,30,1
2026-01-13,ITEM_05,150,4,36,1
2026-01-13,ITEM_06,37,3,9,2
2026-01-13,ITEM_07,62,1,15,2
2026-01-13,ITEM_08,75,2,18,2
2026-01-14,ITEM_01,212,2,51,1
2026-01-14,ITEM_02,100,3,24,2
2026-01-14,ITEM_03,87,0,21,2
2026-01-14,ITEM_04,125,3,30,1
2026-01-14,ITEM_05,150,4,36,1
2026-01-14,ITEM_06,37,2,9,2
2026-01-14,ITEM_07,62,4,15,2
2026-01-14,ITEM_08,75,1,18,2
2026-01-15,ITEM_01,212,1,51,1
2026-01-15,ITEM_02,100,1,24,2
2026-01-15,ITEM_03,87,0,21,2
2026-01-15,ITEM_04,125,1,30,1
2026-01-15,ITEM_05,150,6,36,1
2026-01-15,ITEM_06,37,2,9,2
2026-01-15,ITEM_07,62,0,15,2
2026-01-15,ITEM_08,75,2,18,2
2026-01-16,ITEM_01,212,2,51,1
2026-01-16,ITEM_02,100,1,24,2
2026-01-16,ITEM_03,87,2,21,2
2026-01-16,ITEM_04,125,2,30,1
2026-01-16,ITEM_05,150,3,36,1
2026-01-16,ITEM_06,37,2,9,2
2026-01-16,ITEM_07,62,0,15,2
2026-01-16,ITEM_08,75,5,18,2
2026-01-17,ITEM_01,212,2,51,1
2026-01-17,ITEM_02,100,3,24,2
2026-01-17,ITEM_03,87,1,21,2
2026-01-17,ITEM_04,125,3,30,1
2026-01-17,ITEM_05,150,0,36,1
2026-01-17,ITEM_06,37,2,9,2
2026-01-17,ITEM_07,62,2,15,2
2026-01-17,ITEM_08,75,1,18,2
2026-01-18,ITEM_01,212,1,51,1
2026-01-18,ITEM_02,100,5,24,2
2026-01-18,ITEM_03,87,2,21,2
2026-01-18,ITEM_04,125,4,30,1
2026-01-18,ITEM_05,150,3,36,1
2026-01-18,ITEM_06,37,4,9,2
2026-01-18,ITEM_07,62,2,15,2
2026-01-18,ITEM_08,75,1,18,2
2026-01-19,ITEM_01,212,2,51,1
2026-01-19,ITEM_02,100,0,24,2
2026-01-19,ITEM_03,87,3,21,2
2026-01-19,ITEM_04,125,1,30,1
2026-01-19,ITEM_05,150,0,36,1
2026-01-19,ITEM_06,37,1,9,2
2026-01-19,ITEM_07,62,0,15,2
2026-01-19,ITEM_08,75,4,18,2
2026-01-20,ITEM_01,212,5,51,1
2026-01-20,ITEM_02,100,4,24,2
2026-01-20,ITEM_03,87,2,21,2
2026-01-20,ITEM_04,125,4,30,1
2026-01-20,ITEM_05,150,24,36,1
2026-01-20,ITEM_06,37,1,9,2
2026-01-20,ITEM_07,62,4,15,2
2026-01-20,ITEM_08,75,2,18,2
2026-01-21,ITEM_01,212,0,51,1
2026-01-21,ITEM_02,100,0,24,2
2026-01-21,ITEM_03,87,1,21,2
2026-01-21,ITEM_04,125,3,30,1
2026-01-21,ITEM_05,150,9,36,1
2026-01-21,ITEM_06,37,0,9,2
2026-01-21,ITEM_07,62,2,15,2
2026-01-21,ITEM_08,75,1,18,2
2026-01-22,ITEM_01,212,2,51,1
2026-01-22,ITEM_02,100,0,24,2
2026-01-22,ITEM_03,87,4,21,2
2026-01-22,ITEM_04,125,1,30,1
2026-01-22,ITEM_05,150,1,36,1
2026-01-22,ITEM_06,37,2,9,2
2026-01-22,ITEM_07,62,1,15,2
2026-01-22,ITEM_08,75,2,18,2
2026-01-23,ITEM_01,212,1,51,1
2026-01-23,ITEM_02,100,5,24,2
2026-01-23,ITEM_03,87,5,21,2
2026-01-23,ITEM_04,125,4,30,1
2026-01-23,ITEM_05,150,2,36,1
2026-01-23,ITEM_06,37,30,9,2
2026-01-23,ITEM_07,62,4,15,2
2026-01-23,ITEM_08,75,5,18,2
2026-01-24,ITEM_01,212,0,51,1
2026-01-24,ITEM_02,100,3,24,2
2026-01-24,ITEM_03,87,0,21,2
2026-01-24,ITEM_04,125,1,30,1
2026-01-24,ITEM_05,150,1,36,1
2026-01-24,ITEM_06,37,4,9,2
2026-01-24,ITEM_07,62,1,15,2
2026-01-24,ITEM_08,75,1,18,2
2026-01-25,ITEM_01,212,2,51,1
2026-01-25,ITEM_02,100,2,24,2
2026-01-25,ITEM_03,87,4,21,2
2026-01-25,ITEM_04,125,2,30,1
2026-01-25,ITEM_05,150,2,36,1
2026-01-25,ITEM_06,37,1,9,2
2026-01-25,ITEM_07,62,1,15,2
2026-01-25,ITEM_08,75,2,18,2
2026-01-26,ITEM_01,212,1,51,1
2026-01-26,ITEM_02,100,1,24,2
2026-01-26,ITEM_03,87,0,21,2
2026-01-26,ITEM_04,125,4,30,1
2026-01-26,ITEM_05,150,2,36,1
2026-01-26,ITEM_06,37,3,9,2
2026-01-26,ITEM_07,62,2,15,2
2026-01-26,ITEM_08,75,6,18,2
2026-01-27,ITEM_01,212,2,51,1
2026-01-27,ITEM_02,100,4,24,2
2026-01-27,ITEM_03,87,2,21,2
2026-01-27,ITEM_04,125,0,30,1
2026-01-27,ITEM_05,150,2,36,1
2026-01-27,ITEM_06,37,1,9,2
2026-01-27,ITEM_07,62,2,15,2
2026-01-27,ITEM_08,75,0,18,2
2026-01-28,ITEM_01,212,6,51,1
2026-01-28,ITEM_02,100,3,24,2
2026-01-28,ITEM_03,87,6,21,2
2026-01-28,ITEM_04,125,3,30,1
2026-01-28,ITEM_05,150,1,36,1
2026-01-28,ITEM_06,37,5,9,2
2026-01-28,ITEM_07,62,2,15,2
2026-01-28,ITEM_08,75,1,18,2
2026-01-29,ITEM_01,212,1,51,1
2026-01-29,ITEM_02,100,0,24,2
2026-01-29,ITEM_03,87,1,21,2
2026-01-29,ITEM_04,125,1,30,1
2026-01-29,ITEM_05,150,1,36,1
2026-01-29,ITEM_06,37,2,9,2
2026-01-29,ITEM_07,62,1,15,2
2026-01-29,ITEM_08,75,0,18,2
2026-01-30,ITEM_01,212,1,51,1
2026-01-30,ITEM_02,100,1,24,2
2026-01-30,ITEM_03,87,0,21,2
2026-01-30,ITEM_04,125,2,30,1
2026-01-30,ITEM_05,150,0,36,1
2026-01-30,ITEM_06,37,3,9,2
2026-01-30,ITEM_07,62,3,15,2
2026-01-30,ITEM_08,75,4,18,2
2026-01-31,ITEM_01,212,0,51,1
2026-01-31,ITEM_02,100,2,24,2
2026-01-31,ITEM_03,87,0,21,2
2026-01-31,ITEM_04,125,1,30,1
2026-01-31,ITEM_05,150,3,36,1
2026-01-31,ITEM_06,37,3,9,2
2026-01-31,ITEM_07,62,0,15,2
2026-01-31,ITEM_08,75,2,18,2
2026-02-01,ITEM_01,212,0,51,1
2026-02-01,ITEM_02,100,0,24,2
2026-02-01,ITEM_03,87,1,21,2
2026-02-01,ITEM_04,125,1,30,1
2026-02-01,ITEM_05,150,3,36,1
2026-02-01,ITEM_06,37,1,9,2
2026-02-01,ITEM_07,62,5,15,2
2026-02-01,ITEM_08,75,3,18,2
2026-02-02,ITEM_01,212,3,51,1
2026-02-02,ITEM_02,100,3,24,2
2026-02-02,ITEM_03,87,4,21,2
2026-02-02,ITEM_04,125,3,30,1
2026-02-02,ITEM_05,150,2,36,1
2026-02-02,ITEM_06,37,3,9,2
2026-02-02,ITEM_07,62,0,15,2
2026-02-02,ITEM_08,75,0,18,2
2026-02-03,ITEM_01,212,2,51,1
2026-02-03,ITEM_02,100,24,24,2
2026-02-03,ITEM_03,87,3,21,2
2026-02-03,ITEM_04,125,3,30,1
2026-02-03,ITEM_05,150,4,36,1
2026-02-03,ITEM_06,37,2,9,2
2026-02-03,ITEM_07,62,2,15,2
2026-02-03,ITEM_08,75,4,18,2
2026-02-04,ITEM_01,212,2,51,1
2026-02-04,ITEM_02,100,3,24,2
2026-02-04,ITEM_03,87,7,21,2
2026-02-04,ITEM_04,125,3,30,1
2026-02-04,ITEM_05,150,2,36,1
2026-02-04,ITEM_06,37,3,9,2
2026-02-04,ITEM_07,62,0,15,2
2026-02-04,ITEM_08,75,5,18,2
2026-02-05,ITEM_01,212,1,51,1
2026-02-05,ITEM_02,100,0,24,2
2026-02-05,ITEM_03,87,1,21,2
2026-02-05,ITEM_04,125,4,30,1
2026-02-05,ITEM_05,150,5,36,1
2026-02-05,ITEM_06,37,6,9,2
2026-02-05,ITEM_07,62,0,15,2
2026-02-05,ITEM_08,75,4,18,2
2026-02-06,ITEM_01,212,2,51,1
2026-02-06,ITEM_02,100,3,24,2
2026-02-06,ITEM_03,87,1,21,2
